pair_index,a_file,b_file
1709,sample102_436dc55f,sample006_fe39613e
1710,sample189_b2eb371f,sample049_fae6bd3c
1711,speech_0055_ac47e9d0,speech_0158_cce061cf
1712,speech_0542_768a6a1b,sample104_e61bf93a
1713,sample150_0515f210,sample086_fc6b25d7
1714,sample115_2bd91ef1,speech_0488_ea36c31b
1715,sample107_a38717d4,sample056_f521058f
1716,sample119_a4f7dd43,sample248_79b27f7d
1717,sample211_a2b39b71,sample149_46f6fc34
1718,sample210_ac1f93e1,sample195_26730d6d
1719,speech_0065_c980f33d,sample182_fc65241d
1720,speech_0332_70ed032c,sample155_0163e391
1721,sample053_a2bad463,speech_0784_c70d4e6b
1722,sample173_2377df9e,speech_0630_1e1cdb9c
1723,speech_0228_c4c1f623,sample014_ac17730c
1724,sample096_11e92880,sample042_70ed032c
1725,sample186_e5557310,sample101_fae0484f
1726,sample099_122a179d,sample112_44add070
1727,sample057_29b21bea,speech_0588_f841a2c6
1728,sample088_4f85a4f9,sample188_0e995f08
1729,sample072_ca368684,sample041_06592579
1730,speech_0681_0b68117f,sample077_0b68117f
1731,speech_0205_9732143a,sample171_02b13e1c
1732,sample035_2729e0e2,sample178_f1334217
1733,sample040_2bfbed5d,sample137_f533bb44
1734,sample071_1e1cdb9c,sample207_2ca97251
1735,sample065_f352d7d0,sample046_3dda9f49
1736,sample194_328dbd2a,sample192_144a35f2
1737,sample181_a6621347,sample228_398bd9c3
1738,sample174_728e16bc,speech_0283_2729e0e2
1739,sample166_8454c459,sample005_a84d1a77
1740,sample070_ecd1d324,speech_0812_4f85a4f9
1741,sample010_86c5159a,sample063_768a6a1b
1742,sample066_f9dcce53,speech_0245_3c0550fc
1743,sample139_6badff7b,sample059_ea36c31b
1744,sample218_2eaffa66,speech_0480_29b21bea
1745,speech_0123_41c39e41,sample131_26551668
1746,sample141_8b2cf3b6,sample024_50e90c97
1747,sample214_47d63bf9,speech_0749_20eca9e0
1748,sample199_40e217d7,speech_0652_a3f37a12
1749,speech_0658_4764b9a3,sample148_b944223f
1750,sample183_ca767767,sample007_6d0d70d7
1751,sample206_cada7cf4,sample081_44c869d5
1752,sample095_039a7b60,sample011_25be81fc
1753,speech_0628_ecd1d324,sample007_946106c1
1754,speech_0789_fc6b25d7,sample225_ef9728ac
1755,sample240_f834f12b,sample238_fdf5ca49
1756,sample098_f5a9d2bc,sample187_b0f03602
1757,sample245_2638b53c,speech_0193_6457d3d0
1758,speech_0664_2a6025df,sample144_29c8262d
1759,sample082_1b5867e7,sample191_3361e30f
1760,sample019_fb26ed47,sample058_30b13499
1761,speech_0474_f521058f,sample134_0b972e44
1762,speech_0556_f352d7d0,speech_0796_61baefa8
1763,sample064_0b854809,sample032_efba1c76
1764,sample172_7588bd44,sample142_1985425c
1765,sample044_e5a06143,sample232_cf98e3c8
1766,sample001_3c29c5ba,sample009_8fec8452
1767,sample133_a07c1913,sample197_9fb7ce5f
1768,sample117_4997d25a,sample114_fdb345bb
1769,speech_0363_14ac45b4,sample027_cd0faf20
1770,sample198_ee0e18d2,sample060_c4420875
1771,sample116_e242d5ac,speech_0309_e6b5ca93
1772,speech_0943_f5a9d2bc,speech_0908_11e92880
1773,sample012_1a3238c3,sample246_e8541fc4
1774,sample023_41c39e41,sample003_627b76ff
1775,speech_0621_5cae6d79,sample151_0c634082
1776,sample125_1b5a54f4,sample160_ed88263c
1777,sample201_5430f370,sample026_cce061cf
1778,sample013_82d2cad9,sample147_b31be30b
1779,sample157_b1148f69,sample219_9b7a084f
1780,sample118_96a1642f,speech_0389_e4494277
1781,speech_0848_e7880a98,speech_0067_fb26ed47
1782,sample009_36a064d0,sample002_4e908fd2
1783,speech_0890_6fbee84a,sample022_dab4ef06
1784,speech_0927_0a02c41a,speech_0304_c2d5e868
1785,sample120_df4b6c69,speech_0163_cd0faf20
1786,sample108_d2b794a9,speech_0898_039a7b60
1787,sample126_ff7c90d7,sample092_7e1324ef
1788,sample008_056930c5,sample093_1c1b1da8
1789,sample045_14ac45b4,sample180_e3d8d698
1790,speech_0502_c4420875,sample080_20eca9e0
1791,speech_0650_ca368684,sample244_f01a5078
1792,sample038_e6b5ca93,sample138_f46547e5
1793,speech_0005_25be81fc,sample075_4764b9a3
1794,speech_0406_fae6bd3c,sample213_d8480af4
1795,sample105_f7a5e5bd,speech_0573_f9dcce53
1796,sample231_a7ca1cbe,sample051_cadff688
1797,sample085_dd90578a,sample006_fe39613e
1798,speech_0885_7e1324ef,speech_0025_82d2cad9
1799,sample100_7eeb677c,sample102_436dc55f
1800,sample152_2c7a9e21,sample217_6377ae91
1801,sample018_c980f33d,sample179_5d46b53e
1802,sample004_a72e2802,sample031_c4c1f623
1803,sample076_2a6025df,sample159_918aa5c3
1804,speech_0060_b1cd40c7,speech_0975_7eeb677c
1805,sample176_db87a5a2,speech_0522_cdf92033
1806,speech_0121_dab4ef06,sample130_ed256ee8
1807,sample200_d8677912,speech_0041_a93d8cfa
1808,sample205_29b101bc,speech_0741_906be0f9
1809,sample074_0d740677,speech_0888_1c1b1da8
1810,speech_0021_1a3238c3,sample050_4cbe8ba0
1811,speech_0384_2aff3b5d,sample034_3c0550fc
1812,speech_0307_79498522,sample163_35d6a180
1813,sample140_9355c8d3,sample132_f2c32289
1814,sample204_baf7f138,speech_0431_a2bad463
1815,speech_0407_4cbe8ba0,sample170_e547d744
1816,sample122_e1166b1d,speech_0423_e847dff4
1817,sample230_47b01153,speech_0243_e451edf0
1818,sample143_caa0315c,sample229_f92eb5b1
1819,sample090_e7880a98,speech_0315_2bfbed5d
1820,sample087_61baefa8,sample123_fc41e8f2
1821,sample043_e99d768e,sample193_a3aba001
1822,sample015_a93d8cfa,sample146_36e0a56d
1823,sample030_9732143a,speech_0484_30b13499
1824,speech_0116_d21d4bb3,sample145_685d512c
1825,sample168_22e2db9e,sample016_ac47e9d0
1826,sample237_9472557e,sample164_6086e75c
1827,speech_0539_daaf900c,sample124_3f5d1a8c
1828,sample250_3e02512d,speech_0098_4a03fd2e
1829,speech_0657_0d740677,sample110_8e91af50
1830,sample208_160ca549,speech_0233_efba1c76
1831,sample185_0ea0912d,speech_0039_ac17730c
1832,sample073_a3f37a12,sample103_540aea48
1833,sample169_2e4395a7,sample177_0198da6e
1834,sample025_76911851,sample212_4d3716b5
1835,speech_0460_fb292964,sample165_cdf5c82d
1836,sample028_28cee35c,speech_0966_122a179d
1837,sample249_2bdfb1f1,speech_0320_06592579
1838,sample054_ecc70f99,sample135_743c9b1f
1839,sample121_76bcb529,sample029_6457d3d0
1840,speech_0780_f5ef4dc7,sample224_1fc3e356
1841,sample062_daaf900c,sample017_e847dff4
1842,sample216_ffa6ee05,sample220_5a48d9b6
1843,speech_0575_224b9d42,sample241_9aeb4384
1844,sample227_23672cca,speech_0843_101bfe11
1845,sample196_3469b979,sample175_88993b09
1846,sample215_cc025b5e,speech_0144_76911851
1847,sample167_a27abf78,sample020_4a03fd2e
1848,sample209_bed041d7,sample097_0a02c41a
1849,sample037_79498522,sample069_5cae6d79
1850,sample036_c2d5e868,sample236_f3d5c89f
1851,sample247_388ecf10,sample223_e7455493
1852,sample202_3a6e070e,sample128_3857eff1
1853,sample089_101bfe11,sample154_f1fb8e99
1854,sample048_e4494277,sample047_2aff3b5d
1855,speech_0310_d5a20d17,speech_0554_0b854809
1856,sample039_d5a20d17,speech_0757_1b5867e7
1857,sample106_56fd4274,sample129_f22c6f56
1858,sample153_285b89ed,sample221_0d7c78bd
1859,sample083_f5ef4dc7,sample109_2f2d8c0a
1860,sample127_7d7b8f84,sample242_bc639087
1861,sample233_4e88157a,speech_0752_44c869d5
1862,sample190_762dfa42,sample222_bfe748cb
1863,sample094_6fbee84a,sample068_f841a2c6
1864,sample111_4737c4d2,sample021_d21d4bb3
1865,sample235_ea92f26e,sample226_2d7ef8de
1866,sample113_8ada680d,sample158_3554df76
1867,speech_0718_5b8ec916,speech_0338_e5a06143
1868,sample162_2cc0400c,speech_0432_ecc70f99
1869,sample239_70abef06,sample052_bcf1cb6d
1870,speech_0175_28cee35c,speech_0366_3dda9f49
1871,sample184_2c9ff4fe,sample061_cdf92033
1872,sample243_1ced9527,speech_0788_dd90578a
1873,speech_0882_671e5ef1,sample156_fd7b9fa4
1874,sample203_3b23436c,sample055_fb292964
1875,sample161_04667130,sample033_e451edf0
1876,sample091_671e5ef1,speech_0334_e99d768e
1877,sample136_390f0707,speech_0990_50e90c97
1878,sample078_5b8ec916,sample079_906be0f9
1879,speech_0411_cadff688,sample084_c70d4e6b
1880,sample234_553dcff0,sample067_224b9d42
1881,sample231_a7ca1cbe,speech_0307_79498522
1882,sample153_285b89ed,sample075_4764b9a3
1883,sample218_2eaffa66,sample105_f7a5e5bd
1884,sample100_7eeb677c,sample043_e99d768e
1885,speech_0309_e6b5ca93,speech_0423_e847dff4
1886,sample162_2cc0400c,sample193_a3aba001
1887,sample143_caa0315c,sample190_762dfa42
1888,sample177_0198da6e,sample030_9732143a
1889,speech_0163_cd0faf20,sample183_ca767767
1890,sample152_2c7a9e21,sample164_6086e75c
1891,speech_0025_82d2cad9,sample189_b2eb371f
1892,sample242_bc639087,sample066_f9dcce53
1893,sample185_0ea0912d,sample054_ecc70f99
1894,sample101_fae0484f,sample239_70abef06
1895,sample096_11e92880,sample202_3a6e070e
1896,sample211_a2b39b71,sample188_0e995f08
1897,sample033_e451edf0,sample167_a27abf78
1898,sample029_6457d3d0,speech_0315_2bfbed5d
1899,sample009_36a064d0,speech_0406_fae6bd3c
1900,sample133_a07c1913,speech_0975_7eeb677c
1901,sample127_7d7b8f84,sample037_79498522
1902,sample109_2f2d8c0a,sample250_3e02512d
1903,sample119_a4f7dd43,sample140_9355c8d3
1904,sample103_540aea48,sample046_3dda9f49
1905,speech_0205_9732143a,sample224_1fc3e356
1906,sample098_f5a9d2bc,sample226_2d7ef8de
1907,sample169_2e4395a7,sample006_fe39613e
1908,sample234_553dcff0,speech_0681_0b68117f
1909,sample032_efba1c76,sample236_f3d5c89f
1910,sample144_29c8262d,sample165_cdf5c82d
1911,speech_0175_28cee35c,speech_0752_44c869d5
1912,sample174_728e16bc,speech_0123_41c39e41
1913,sample149_46f6fc34,sample112_44add070
1914,sample120_df4b6c69,sample012_1a3238c3
1915,speech_0652_a3f37a12,speech_0116_d21d4bb3
1916,sample063_768a6a1b,sample155_0163e391
1917,speech_0554_0b854809,speech_0796_61baefa8
1918,sample053_a2bad463,sample114_fdb345bb
1919,sample227_23672cca,sample056_f521058f
1920,sample228_398bd9c3,speech_0843_101bfe11
1921,sample232_cf98e3c8,sample240_f834f12b
1922,speech_0890_6fbee84a,speech_0055_ac47e9d0
1923,speech_0788_dd90578a,sample213_d8480af4
1924,sample034_3c0550fc,sample141_8b2cf3b6
1925,sample207_2ca97251,sample163_35d6a180
1926,sample073_a3f37a12,sample197_9fb7ce5f
1927,speech_0628_ecd1d324,sample067_224b9d42
1928,speech_0366_3dda9f49,sample070_ecd1d324
1929,sample007_6d0d70d7,speech_0718_5b8ec916
1930,sample157_b1148f69,sample068_f841a2c6
1931,sample170_e547d744,sample045_14ac45b4
1932,sample219_9b7a084f,sample003_627b76ff
1933,speech_0480_29b21bea,sample246_e8541fc4
1934,sample079_906be0f9,speech_0488_ea36c31b
1935,sample020_4a03fd2e,sample214_47d63bf9
1936,speech_0741_906be0f9,speech_0065_c980f33d
1937,sample050_4cbe8ba0,speech_0384_2aff3b5d
1938,sample001_3c29c5ba,sample178_f1334217
1939,sample071_1e1cdb9c,speech_0658_4764b9a3
1940,sample061_cdf92033,sample173_2377df9e
1941,speech_0484_30b13499,speech_0304_c2d5e868
1942,sample023_41c39e41,sample095_039a7b60
1943,sample221_0d7c78bd,sample150_0515f210
1944,speech_0757_1b5867e7,sample028_28cee35c
1945,speech_0990_50e90c97,speech_0228_c4c1f623
1946,sample145_685d512c,sample083_f5ef4dc7
1947,sample014_ac17730c,sample060_c4420875
1948,sample154_f1fb8e99,sample027_cd0faf20
1949,speech_0432_ecc70f99,speech_0233_efba1c76
1950,sample107_a38717d4,sample019_fb26ed47
1951,sample022_dab4ef06,sample082_1b5867e7
1952,sample195_26730d6d,speech_0927_0a02c41a
1953,speech_0431_a2bad463,sample192_144a35f2
1954,sample199_40e217d7,speech_0243_e451edf0
1955,sample091_671e5ef1,sample247_388ecf10
1956,sample201_5430f370,speech_0332_70ed032c
1957,sample090_e7880a98,sample203_3b23436c
1958,sample038_e6b5ca93,sample048_e4494277
1959,speech_0784_c70d4e6b,sample182_fc65241d
1960,speech_0657_0d740677,sample018_c980f33d
1961,sample151_0c634082,sample186_e5557310
1962,sample235_ea92f26e,sample113_8ada680d
1963,sample215_cc025b5e,sample130_ed256ee8
1964,sample200_d8677912,sample158_3554df76
1965,speech_0650_ca368684,speech_0338_e5a06143
1966,sample117_4997d25a,sample206_cada7cf4
1967,sample125_1b5a54f4,sample205_29b101bc
1968,sample171_02b13e1c,sample084_c70d4e6b
1969,speech_0389_e4494277,sample129_f22c6f56
1970,sample142_1985425c,sample115_2bd91ef1
1971,speech_0780_f5ef4dc7,sample106_56fd4274
1972,sample065_f352d7d0,sample015_a93d8cfa
1973,sample005_a84d1a77,sample086_fc6b25d7
1974,speech_0885_7e1324ef,sample111_4737c4d2
1975,sample175_88993b09,sample069_5cae6d79
1976,sample147_b31be30b,sample180_e3d8d698
1977,sample016_ac47e9d0,speech_0474_f521058f
1978,speech_0888_1c1b1da8,sample017_e847dff4
1979,sample249_2bdfb1f1,speech_0664_2a6025df
1980,speech_0005_25be81fc,sample191_3361e30f
1981,speech_0021_1a3238c3,sample168_22e2db9e
1982,sample080_20eca9e0,speech_0556_f352d7d0
1983,sample031_c4c1f623,sample208_160ca549
1984,sample194_328dbd2a,speech_0542_768a6a1b
1985,sample052_bcf1cb6d,sample011_25be81fc
1986,speech_0749_20eca9e0,speech_0411_cadff688
1987,speech_0121_dab4ef06,sample134_0b972e44
1988,speech_0363_14ac45b4,sample076_2a6025df
1989,sample122_e1166b1d,sample209_bed041d7
1990,speech_0060_b1cd40c7,speech_0067_fb26ed47
1991,sample062_daaf900c,sample035_2729e0e2
1992,sample102_436dc55f,sample002_4e908fd2
1993,sample064_0b854809,sample093_1c1b1da8
1994,sample244_f01a5078,sample025_76911851
1995,sample088_4f85a4f9,sample181_a6621347
1996,speech_0502_c4420875,sample085_dd90578a
1997,sample245_2638b53c,speech_0245_3c0550fc
1998,sample087_61baefa8,sample126_ff7c90d7
1999,speech_0283_2729e0e2,speech_0144_76911851
2000,speech_0575_224b9d42,speech_0407_4cbe8ba0
2001,sample124_3f5d1a8c,sample051_cadff688
2002,sample241_9aeb4384,sample148_b944223f
2003,sample026_cce061cf,sample039_d5a20d17
2004,speech_0898_039a7b60,speech_0943_f5a9d2bc
2005,sample212_4d3716b5,sample010_86c5159a
2006,speech_0908_11e92880,sample238_fdf5ca49
2007,sample210_ac1f93e1,sample156_fd7b9fa4
2008,speech_0522_cdf92033,speech_0966_122a179d
2009,sample230_47b01153,speech_0630_1e1cdb9c
